Breed	iDog_ID	iDog_Ref	Alt_Names	Country_of_Origin	AKC	CKC	UKC	FCI
Japanese Terrier	CB358	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=382	Kobe Terrier|Mikado Terrier|Oyuki (snowy) Terrier|Nippon Terrier|Nihon Teria|Nihon Terrier	Japan			https://www.ukcdogs.com/japanese-terrier	http://www.fci.be/en/nomenclature/JAPANESE-TERRIER-259.html
Kangal Dog	CB359	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=383	Kangal|Sivas Kangal|Turkish Kangal|KANGAL ÇOBAN KÖPEGI	Turkey			https://www.ukcdogs.com/kangal-dog	http://www.fci.be/en/nomenclature/KANGAL-SHEPHERD-DOG-331.html
Karst Shepherd Dog	CB360	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=384	Karst Shepherd Dog|Slovene: kraševec|kraški ovčar	Slovenia			https://www.ukcdogs.com/karst-shepherd-dog	http://www.fci.be/en/nomenclature/KARST-SHEPHERD-DOG-278.html
Kooikerhondje	CB361	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=385	Kooiker|Kooikerhondje	Netherlands			https://www.ukcdogs.com/kooikerhondje	
Majorca Mastiff	CB362	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=387	Silverbacks|Perro de Presa Mallorquin|Majorca Mastiff|Mallorquin Mastiff|Mallorquin Bulldog|Perro Dogo|Presa Canario Mallorquin|Majorca Mastiff|Majorcan Bulldog|Bull Mastiff|Silverback Mastiff|Ca de Bou	Majorca			https://www.ukcdogs.com/majorca-mastiff	http://www.fci.be/en/nomenclature/MAJORCA-MASTIFF-249.html
Maremma Sheepdog	CB363	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=388	Maremma|Maremmano|Cane da Pastore Maremmano-Abruzzese|Pastore Abruzzese|Pastore Maremmano|Abruzzo Sheepdog|Abruzzese Sheepdog	Italy			https://www.ukcdogs.com/maremma-sheepdog	http://www.fci.be/en/nomenclature/MAREMMA-AND-THE-ABRUZZES-SHEEPDOG-201.html
Mi-Ki	CB364	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=389	Mi-Ki|Mi-Ki				https://www.ukcdogs.com/mi-ki	
Montenegrin Mountain Hound	CB365	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=390	Montenegrin Mountain Hound|Montenegrin: Crnogorski planinski gonič	Montenegro			https://www.ukcdogs.com/montenegrin-mountain-dog	http://www.fci.be/en/nomenclature/MONTENEGRIN-MOUNTAIN-HOUND-279.html
Mountain Feist	CB366	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=391	Mountain Feist|Mountain Feist				https://www.ukcdogs.com/mountain-feist	
Multi-Colored Poodle	CB367	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=392	Multi-Colored Poodle|Multi-Colored Poodle				https://www.ukcdogs.com/multi-colored-poodle	
Multi-Colored Standard Poodle	CB368	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=393	Multi-Colored Standard Poodle|Multi-Colored Standard Poodle				https://www.ukcdogs.com/multi-colored-standard-poodle	
Norrbottenspetz	CB369	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=394	Norrbottenspetz|Norrbottenspetz			https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Hounds/Norrbottenspets	https://www.ukcdogs.com/norrbottenspetz	
Old Danish Pointing Dog	CB370	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=395	Old Danish Pointing Dog|Old Danish Bird Dog|Gammel Dansk Hønsehund	Denmark			https://www.ukcdogs.com/old-danish-pointing-dog	http://www.fci.be/en/nomenclature/OLD-DANISH-POINTING-DOG-281.html
Olde English Bulldogge	CB371	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=396	OEB|English Bulldog|Bulldog|Olde English Bulldogge	United States			https://www.ukcdogs.com/olde-english-bulldogge	
Patterdale Terrier	CB372	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=398	Patterdale Terrier|Patterdale Terrier	United Kingdom (England)			https://www.ukcdogs.com/patterdale-terrier	
Perdiguero de Burgos	CB373	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=399	Perdiguero de Burgos|Burgos Pointer|Burgalese Pointer	Spain			https://www.ukcdogs.com/perdiguero-de-burgos	http://www.fci.be/en/nomenclature/BURGOS-POINTING-DOG-90.html
Petit Bleu de Gascogne	CB374	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=400	Petit Bleu de Gascogne|SMALL BLUE GASCONY	France			https://www.ukcdogs.com/petit-bleu-de-gascogne	http://www.fci.be/en/nomenclature/SMALL-BLUE-GASCONY-31.html
Petit Gascon-Saintongeois	CB375	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=401	Petit Gascon-Saintongeois|Petit Gascon-Saintongeois				https://www.ukcdogs.com/petit-gascon-saintongeois	
Podenco Canario	CB376	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=402	Podenco Canario|Canary Islands Warren Hound|Canarian Warren Hound	Spain			https://www.ukcdogs.com/podenco-canario	http://www.fci.be/en/nomenclature/CANARIAN-WARREN-HOUND-329.html
Poitevin	CB377	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=404	Poitevin|Chien de Haut-Poitou	France			https://www.ukcdogs.com/poitevin	http://www.fci.be/en/nomenclature/POITEVIN-24.html
Polish Hound	CB378	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=405	Polish Hound|Ogar Polski	Poland			https://www.ukcdogs.com/polish-hound	http://www.fci.be/en/nomenclature/POLISH-HOUND-52.html
Posavaz Hound	CB379	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=407	Posavaz Hound|Posavski Gonič	Bosnia			https://www.ukcdogs.com/posavaz-hound	
Russian-European Laika	CB380	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=408	Laĭka|Russko-Evropeĭskaya Laĭka	Russia			https://www.ukcdogs.com/russian-euopean-laika	http://www.fci.be/en/nomenclature/RUSSIAN-EUROPEAN-LAIKA-304.html
Saarloosewolfdog	CB381	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=409	Saarloosewolfdog|Saarloos wolfhound	Netherlands, Germany			https://www.ukcdogs.com/saarloosewolfdog	http://www.fci.be/en/nomenclature/SAARLOOS-WOLFHOND-311.html
Sarplaninac	CB382	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=410	Planinac|Šar|Šarko|Yugoslavian Shepherd Dog	Serbia, Macedonia			https://www.ukcdogs.com/sarplaninac	
Schiller Hound	CB383	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=411	Schiller Hound|Schillerstövare|Schiller Bracke	Sweden			https://www.ukcdogs.com/schiller-hound	http://www.fci.be/en/nomenclature/SCHILLERSTOVARE-131.html
Serbian Hound	CB384	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=412	Serbian Hound|Balkan Hound|Srpski gonič|Balkanski gonič	Serbia			https://www.ukcdogs.com/serbian-hound	http://www.fci.be/en/nomenclature/SERBIAN-HOUND-150.html
Serbian Tricolor Hound	CB385	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=413	Serbian Tricolor Hound|Yugoslavian Tricolour Hound|Jugoslovenski Trobojni Gonic	Serbia			https://www.ukcdogs.com/serbian-tricolor-hound	http://www.fci.be/en/nomenclature/SERBIAN-TRICOLOUR-HOUND-229.html
Silken Windhound	CB386	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=414	Silken Windhound|Silken Windhound	United States			https://www.ukcdogs.com/silken-windhound	
Slovakian Wire-Haired Pointing Dog	CB387	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=415	Slovakian Wire-Haired Pointing Dog|Slovakian Wirehaired Pointer|SLOVENSKÝ HRUBOSRSTÝ STAVAČ	Slovakia	https://www.akc.org/dog-breeds/slovakian-wirehaired-pointer/		https://www.ukcdogs.com/slovakian-wire-haired-pointed-dog	http://www.fci.be/en/nomenclature/WIREHAIRED-SLOVAKIAN-POINTER-320.html
Smaland Hound	CB388	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=416	Smaland Hound|Smålandsstövare	Sweden			https://www.ukcdogs.com/smaland-hound	http://www.fci.be/en/nomenclature/SMALANDSSTOVARE-129.html
Small Swiss Hound	CB389	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=417	Small Swiss Hound|Schweizerischer Niederlaufhund	Switzerland			https://www.ukcdogs.com/small-swiss-hound	http://www.fci.be/en/nomenclature/SMALL-SWISS-HOUND-60.html
South Russian Shepherd Dog	CB390	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=419	South Russian Shepherd Dog|South Russian Ovcharka|Ioujnorousskaïa Ovtcharka|South Russian Sheepdog|Ukrainian Ovcharka|Yuzhak|South Ukrainian Ovcharka|YUZHNORUSSKAYA OVCHARKA	Ukraine, Russia			https://www.ukcdogs.com/south-russian-shepherd-dog	http://www.fci.be/en/nomenclature/SOUTH-RUSSIAN-SHEPHERD-DOG-326.html
Spanish Greyhound	CB391	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=420	Spanish Greyhound|Galgo Español|Spanish Galgo|Spanish greyhound	Spain			https://www.ukcdogs.com/spanish-greyhound	http://www.fci.be/en/nomenclature/SPANISH-GREYHOUND-285.html
Spanish Hound	CB392	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=421	Spanish Hound|Sabueso Español|Spanish Scenthound	Spain			https://www.ukcdogs.com/spanish-hound	http://www.fci.be/en/nomenclature/SPANISH-HOUND-204.html
Sporting Lucas Terrier	CB393	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=422	Sporting Lucas Terrier|Sporting Lucas Terrier	United Kingdom (England)			https://www.ukcdogs.com/sporting-lucas-terrier	
Stephens' Cur	CB394	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=423	Stephens' Cur|Stephens' Stock Cur|Stephens' Stock Mountain Cur	United States			https://www.ukcdogs.com/stephens-cur	
Styrian Coarse Haired Hound	CB395	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=425	STEIRISCHE RAUHHAARBRACKE|Steirische Rauhhaarbracke|Peintinger Bracke|Steirische Rauhhaarige Hochgebirgsbracke|Wirehair Styrian Mountain	Austria			https://www.ukcdogs.com/styrian-coarse-haired-hound	http://www.fci.be/en/nomenclature/COARSE-HAIRED-STYRIAN-HOUND-62.html
Swedish Elkhound	CB396	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=426	Swedish Elkhound|Jämthund	Sweden			https://www.ukcdogs.com/swedish-elkhound	http://www.fci.be/en/nomenclature/JAMTHUND-42.html
Swiss Hound	CB397	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=427	Swiss Hound|Schweizer Laufhund|Chien Courant Suisse	Switzerland			https://www.ukcdogs.com/swiss-hound	http://www.fci.be/en/nomenclature/SWISS-HOUND-59.html
Treeing Cur	CB398	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=428	Treeing Cur|Treeing Cur	United States			https://www.ukcdogs.com/treeing-cur	
Treeing Feist	CB399	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=429	Treeing Feist|Treeing Feist				https://www.ukcdogs.com/treeing-feist	
Tyrolean Hound	CB400	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=430	Tyrolean Hound|Tiroler Bracke|Tyroler Bracke	Austria			https://www.ukcdogs.com/tyrolean-hound	http://www.fci.be/en/nomenclature/TYROLEAN-HOUND-68.html
Volpino Italiano	CB401	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=431	Volpino|Cane del Quirinale|Florentine Spitz|Italian Spitz	Italy			https://www.ukcdogs.com/volpino-italiano	http://www.fci.be/en/nomenclature/ITALIAN-VOLPINO-195.html
Welsh Hound	CB402	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=432	Welsh Hound|Welsh Hound				https://www.ukcdogs.com/welsh-hound	
West Siberian Laika	CB403	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=433	West Siberian Laika|Zapadno-Sibirskaïa Laïka	Russia			https://www.ukcdogs.com/west-siberian-laika	http://www.fci.be/en/nomenclature/WEST-SIBERIAN-LAIKA-306.html
Westphalian Dachsbracke	CB404	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=434	Westphalian Dachsbracke|Westphalian Hound|BASSET DE WESTPHALIE	Germany			https://www.ukcdogs.com/westphalian-dachsbracke	http://www.fci.be/en/nomenclature/WESTPHALIAN-DACHSBRACKE-100.html
White Shepherd	CB405	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=435	White Shepherd|American White Shepherd|White Canadian Shepherd	United States			https://www.ukcdogs.com/white-shepherd	
Alpine Dachsbracke	CB406	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=436	Alpine Dachsbracke|Alpenländische Dachsbracke	Austria			https://www.ukcdogs.com/alpine-drachsbracke	http://www.fci.be/en/nomenclature/ALPINE-DACHSBRACKE-254.html
American Akita	CB407	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=437	American Akita|Amerikanischer Akita	Japan/United States				http://www.fci.be/en/nomenclature/AMERICAN-AKITA-344.html
Bohemian Wire-haired Pointing Griffon	CB408	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=440	CESKÝ FOUSEK|BÖHMISCH RAUHBART	CZECH REPUBLIC				http://www.fci.be/en/nomenclature/BOHEMIAN-WIRE-HAIRED-POINTING-GRIFFON-245.html
Brazilian Terrier	CB409	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=441	Brazilian Terrier|TERRIER BRESILIEN|Fox Paulistinha|Terrier Brasileiro	Brazil				http://www.fci.be/en/nomenclature/BRAZILIAN-TERRIER-341.html
Continental Toy Spaniel	CB410	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=443	EPAGNEUL NAIN CONTINENTAL|KONTINENTALER ZWERGSPANIEL	BELGIUM, FRANCE				http://www.fci.be/en/nomenclature/CONTINENTAL-TOY-SPANIEL-77.html
English Toy Terrier	CB411	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=448	English Toy Terrier|TERRIER ANGLAIS D'AGREMENT|ENGLISCHER TOY TERRIER|TERRIER DE JUGUETE INGLÉS	GREAT BRITAIN				http://www.fci.be/en/nomenclature/ENGLISH-TOY-TERRIER-BLACK-TAN-13.html
Entlebuch Cattle Dog	CB412	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=449	Entlebuch Cattle Dog|Entelbuch Mountain Dog|Entlebucher Sennenhund|Entlebucher	Switzerland				http://www.fci.be/en/nomenclature/ENTLEBUCH-CATTLE-DOG-47.html
Fila Brasileiro	CB413	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=450	Fila Brasileiro|Brazilian Mastiff|Cão de fila brasileiro	Brazil				http://www.fci.be/en/nomenclature/FILA-BRASILEIRO-225.html
French Tricolour Hound	CB414	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=451	French Tricolour Hound|French Tricolour Hound	France				http://www.fci.be/en/nomenclature/FRENCH-TRICOLOUR-HOUND-219.html
French White And Orange Hound	CB415	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=453	French White And Orange Hound|French White And Orange Hound	France				http://www.fci.be/en/nomenclature/FRENCH-WHITE-AND-ORANGE-HOUND-316.html
Gascon Saintongeois	CB416	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=454	Virelade Hound|Gascon Saintongeois	France				http://www.fci.be/en/nomenclature/GASCON-SAINTONGEOIS-21.html
Griffon Belge	CB417	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=456	Griffon Belge|Brussels Griffon|Belgium Griffon|Petit Brabançon|Griffon Belge|Brabançon Griffon	Belgium				http://www.fci.be/en/nomenclature/GRIFFON-BELGE-81.html
Griffon Bruxellois	CB418	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=457	Griffon|Griff|Bruss|Brussels Griffon|Belgium Griffon|Petit Brabançon|Griffon Belge|Brabançon Griffon	Belgium				http://www.fci.be/en/nomenclature/GRIFFON-BRUXELLOIS-80.html
Hanoverian Scent Hound	CB419	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=458	Hanoverian Scent Hound|Hanoverian Scent Hound	Germany	https://www.akc.org/dog-breeds/hanoverian-scenthound/			http://www.fci.be/en/nomenclature/HANOVERIAN-SCENT-HOUND-213.html
Hungarian Hound - Transylvanian Scent Hound	CB420	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=459	Hungarian Hound - Transylvanian Scent Hound|Transylvanian Hound	Hungary				http://www.fci.be/en/nomenclature/HUNGARIAN-HOUND-TRANSYLVANIAN-SCENT-HOUND-241.html
Hungarian Short-haired Pointer (vizsla)	CB421	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=460	Hungarian Short-haired Pointer (vizsla)|Hungarian Short-haired Pointer (vizsla)	Hungary				http://www.fci.be/en/nomenclature/HUNGARIAN-SHORT-HAIRED-POINTER-VIZSLA-57.html
Istrian Wire-haired Hound	CB422	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=463	Istrian Wire-haired Hound|ISTARSKI OSTRODLAKI GONIC|Istrian Rough-coated Hound|Istrian Coarse-haired Hound	Croatia			https://www.ukcdogs.com/istrian-coarse-haired-hound	http://www.fci.be/en/nomenclature/ISTRIAN-WIRE-HAIRED-HOUND-152.html
Italian Rough-haired Segugio	CB423	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=464	Segugio|SEGUGIO ITALIANO A PELO FORTE	ITALY				http://www.fci.be/en/nomenclature/ITALIAN-ROUGH-HAIRED-SEGUGIO-198.html
Italian Short-haired Segugio	CB424	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=465	Segugio|SEGUGIO ITALIANO A PELO RASO|Segugio Italiano	ITALY	https://www.akc.org/dog-breeds/segugio-italiano/			http://www.fci.be/en/nomenclature/ITALIAN-SHORT-HAIRED-SEGUGIO-337.html
Landseer (european Continental Type)	CB425	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=466	Landseer (european Continental Type)|Landseer (european Continental Type)	Germany/Switzerland				http://www.fci.be/en/nomenclature/LANDSEER-EUROPEAN-CONTINENTAL-TYPE-226.html
Long-haired Pyrenean Sheepdog	CB426	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=467	Long-haired Pyrenean Sheepdog|Long-haired Pyrenean Sheepdog	France				http://www.fci.be/en/nomenclature/LONG-HAIRED-PYRENEAN-SHEEPDOG-141.html
Norwegian Elkhound Black	CB427	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=468	Norwegian Elkhound Black|Norsk Elghund Svart|Norsk Elghund Black|Black Elkhound|Norwegian Moose Dog (black)|Black Norwegian Elkhound	Norway				http://www.fci.be/en/nomenclature/NORWEGIAN-ELKHOUND-BLACK-268.html
Peruvian Hairless Dog	CB428	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=469	Peruvian Hairless Dog|Perro Sin Pelo de Perú|Inca Hairless Dog|Viringo|Peruvian Inca Orchid|Calato	Peru				http://www.fci.be/en/nomenclature/PERUVIAN-HAIRLESS-DOG-310.html
Petit Brabancon	CB429	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=470	Petit Brabancon|Petit Brabancon	Belgium				http://www.fci.be/en/nomenclature/PETIT-BRABANCON-82.html
Polish Hunting Dog	CB430	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=471	Polish Hunting Dog|Polish Scenthound (formerly)|Gończy Polski (Polish)	Poland				http://www.fci.be/en/nomenclature/POLISH-HUNTING-DOG-354.html
Posavatz Hound	CB431	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=472	Posavatz Hound|Posavatz Hound	Croatia				http://www.fci.be/en/nomenclature/POSAVATZ-HOUND-154.html
Pyrenean Sheepdog - Smooth Faced	CB432	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=473	Pyrenean Sheepdog - Smooth Faced|Pyrenean Sheepdog - Smooth Faced	France				http://www.fci.be/en/nomenclature/PYRENEAN-SHEEPDOG-SMOOTH-FACED-138.html
Saint Miguel Cattle Dog	CB433	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=474	Saint Miguel Cattle Dog|São Miguel Cattle Dog,|Chien Fila de San Miguel,|Saint Miguel Cattle Dog,|Azores Cattle Dog,|Azores Cow Dog,|and other versions and translations	Portugal				http://www.fci.be/en/nomenclature/SAINT-MIGUEL-CATTLE-DOG-340.html
Schnauzer	CB434	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=475	Schnauzer|Schnauzer	Germany				http://www.fci.be/en/nomenclature/SCHNAUZER-182.html
Southeastern European Shepherd	CB435	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=476	Southeastern European Shepherd|Bucovina Sheepdog|Bucovina Shepherd|Southeastern European Shepherd|Bucovina Shepherd Dog	Southeastern Europe				http://www.fci.be/en/nomenclature/SOUTHEASTERN-EUROPEAN-SHEPHERD-357.html
Thai Bangkaew Dog	CB436	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=477	TBD|Bangkaew|Thai Bangkaew Dog	Thailand				http://www.fci.be/en/nomenclature/THAI-BANGKAEW-DOG-358.html
White Swiss Shepherd Dog	CB437	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=478	White Swiss Shepherd Dog|BERGER BLANC SUISSE|WEISSER SCHWEIZER SCHÄFERHUND|PASTOR BLANCO SUIZO	Switzerland				http://www.fci.be/en/nomenclature/WHITE-SWISS-SHEPHERD-DOG-347.html
Yugoslavian Shepherd Dog - Sharplanina	CB438	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=479	Planinac|Šar|Šarko|Illyrian Shepherd dog|Yugoslavian Shepherd Dog	Serbia/Macedonia				http://www.fci.be/en/nomenclature/YUGOSLAVIAN-SHEPHERD-DOG-SHARPLANINA-41.html
Bohemian Shepherd	CB474	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=519	Bohemian Shepherd|CHODSKÝ PES	Czech Republic	https://www.akc.org/dog-breeds/bohemian-shepherd/			http://www.fci.be/en/nomenclature/BOHEMIAN-SHEPHERD-DOG-364.html
Saint Bernard	CB476	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=521	Saint Bernard|Saint Bernard	Rome	https://www.akc.org/dog-breeds/st-bernard/			
Yakutian Laika	CB477	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=522	Yakutian Laika|Laïka de Iakoutie|Jakutische Laika	Russia	https://www.akc.org/dog-breeds/yakutian-laika/			http://www.fci.be/en/nomenclature/YAKUTIAN-LAIKA-365.html
Anjing Kintamani-Bali	CB478	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=523	Anjing Kintamani-Bali|Anjing Kintamani-Bali|Chien de Bali / Kintamani|Kintamani-Bali-Hund|Perro Kintamani-Bali	Republic of Indonesia				http://www.fci.be/en/nomenclature/KINTAMANI-BALI-DOG-362.html
CÃO DE GADO TRANSMONTANO	CB479	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=524	CÃO DE GADO TRANSMONTANO|Transmontano Mastif|Mâtin Transmontano|Transmontano-Hirtenhund	Trás-os-Montes – Portugal				http://www.fci.be/en/nomenclature/TRANSMONTANO-MASTIFF-368.html
Estonian Hound	CB480	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=525	Estonian Hound|EESTI HAGIJAS|Chien courant d’Estonie|Estnische Bracke	Estonia				http://www.fci.be/en/nomenclature/ESTONIAN-HOUND-366.html
Prague Ratter	CB481	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=526	Prague Ratter|Ratier de Prague|Ratonero de Praga	Czech Republic				http://www.fci.be/en/nomenclature/PRAGUE-RATTER-363.html
Segugio Maremmano	CB482	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=527	Segugio Maremmano|Segugio Maremmano	Italy				http://www.fci.be/en/nomenclature/SEGUGIO-MAREMMANO-361.html
